0: 9.91%, 4.862529008550474


1: 67.75%, 0.44978078156781376


2: 83.05%, 0.2636930429538175


3: 86.94%, 0.20321985534237255


4: 88.81%, 0.17890136315965796


5: 89.84%, 0.16103738796496975


6: 90.68%, 0.1488107424185011


7: 91.09%, 0.14186560011358357


8: 91.56%, 0.13383819728659963


9: 92.2%, 0.12796964515607365


10: 92.32%, 0.12256756888344648


11: 92.67%, 0.11791812686028029


12: 92.81%, 0.11450013069778997


13: 92.86%, 0.11174069320857172


14: 93.2%, 0.11015205120449131


15: 93.17%, 0.10777711271535277


16: 93.60%, 0.10552174561068227


17: 93.58%, 0.10344309121960107


18: 93.63%, 0.10182617380473552


19: 93.69%, 0.10093092030141441


20: 93.72%, 9.993734158568433e-2


21: 93.82%, 9.716421600822503e-2


22: 93.92%, 9.610788992167614e-2


23: 94.08%, 9.506702886171937e-2


24: 94.06%, 9.409111396204628e-2


25: 94.16%, 9.405569420955236e-2


26: 94.16%, 9.250749529953693e-2


27: 94.27%, 9.151166148415929e-2


28: 94.34%, 9.045176552351106e-2


29: 94.34%, 9.029460631372045e-2


30: 94.58%, 8.984178124986934e-2


31: 94.57%, 8.905420693391974e-2


32: 94.63%, 8.806974531689113e-2


33: 94.42%, 8.747427272004299e-2


34: 94.6%, 8.674192608693998e-2


35: 94.75%, 8.579584697709203e-2


36: 94.67%, 8.561083491512923e-2


37: 94.67%, 8.511364724391099e-2


38: 94.77%, 8.426318397540077e-2


39: 94.81%, 8.411558395361192e-2


40: 94.87%, 8.348103143649704e-2


41: 94.84%, 8.312880194829984e-2


42: 95.0%, 8.244230278528981e-2


43: 94.84%, 8.236183707971045e-2


44: 94.98%, 8.199228294339705e-2


45: 95.0%, 8.213862790567342e-2


46: 95.05%, 8.115161008976175e-2


47: 95.09%, 8.100374071968305e-2


48: 95.08%, 8.06033660293439e-2


49: 95.13%, 8.034170167760181e-2


50: 95.08%, 8.030555638978393e-2
