0: 11.60, 3.5901600433843734


1: 66.86, 0.4863047348092321


2: 79.25, 0.3222677838491932


3: 84.11, 0.24883418134066593


4: 86.0, 0.21621940996114064


5: 87.63, 0.193198065617462


6: 88.42, 0.17882409002916322


7: 88.94, 0.1694087915121531


8: 89.87, 0.16053342845124458


9: 90.25, 0.15371665220114705


10: 90.53, 0.14955056903686395


11: 90.81, 0.14498268893666233


12: 91.25, 0.13994173520498518


13: 91.52, 0.13653269020800904


14: 91.59, 0.1341356048245215


15: 91.79, 0.1321988789380907


16: 91.83, 0.1309094990718491


17: 92.01, 0.12850769423228564


18: 92.09, 0.1275091977824315


19: 92.19, 0.12518568993986035


20: 92.27, 0.12348546384301487


21: 92.46, 0.12250804767191735


22: 92.4, 0.12352921341098264


23: 92.38, 0.12199854914109247


24: 92.63, 0.11868132325706779


25: 92.78, 0.11880922621253619


26: 92.71, 0.11698430259781671


27: 92.58, 0.1169573145030489


28: 92.75, 0.11617588338292287


29: 92.82, 0.11515476214721325


30: 92.84, 0.11486998665700794
